finished,start_date,end_date,recorded_date,gender,age,enrolment_school,student_status,citizenship,ethnic_group,living_situation,current_circumstance,covid_19_stress_1,covid_19_stress_2,covid_19_stress_3,covid_19_stress_4,covid_19_stress_5,covid_19_stress_6,covid_19_stress_7,covid_19_stress_8,covid_19_stress_9,covid_19_stress_10,covid_19_stress_11,covid_19_stress_12,covid_19_stress_13,coping_strategies_1,coping_strategies_2,coping_strategies_3,coping_strategies_4,coping_strategies_5,coping_strategies_6,coping_strategies_7,coping_strategies_8,coping_strategies_9,coping_strategies_10,coping_strategies_11,coping_strategies_12,coping_strategies_13,coping_strategies_14,coping_strategies_15,generalv_wellbeing_1,generalv_wellbeing_2,generalv_wellbeing_3,generalv_wellbeing_4,generalv_wellbeing_5,generalv_wellbeing_6,music_info_4,music_info_5,prop_miss_all
TRUE,2020-05-04T13:53:47Z,2020-05-04T14:11:22Z,2020-05-04T14:11:22Z,female,18,3,1,Australia,Australian,1,4,2,2,2,4,3,4,3,3,1,2,2,4,2,6,5,6,3,2,5,5,3,4,4,6,1,4,4,4,1,4,4,4,4,2,Cheech & Chong,Marijuana,0
TRUE,2020-05-04T14:39:19Z,2020-05-04T14:56:18Z,2020-05-04T14:56:19Z,female,19,3,1,Brazil and Australia,Latin American,1,4,5,5,5,5,2,5,5,2,5,5,5,4,2,4,5,4,5,5,5,5,3,2,4,4,1,4,6,6,4,2,3,4,2,3,Yael Naim,New soul,0
TRUE,2020-05-04T18:00:41Z,2020-05-04T18:18:05Z,2020-05-04T18:18:05Z,female,18,5,1,Australia and Italy,Italian,1,5,1,1,4,4,1,4,2,2,2,4,4,2,2,6,4,3,5,5,6,5,2,1,5,5,6,6,1,1,3,5,4,3,4,3,The foundations,Build me up buttercup,0
TRUE,2020-05-05T01:45:53Z,2020-05-05T02:05:52Z,2020-05-05T02:05:52Z,female,18,5,1,Australia and United States of America,Caucasian,2,4,3,2,2,2,1,1,1,1,2,2,2,3,2,4,5,5,5,3,3,1,2,2,4,4,1,4,5,5,4,1,2,3,3,2,AJR,Burn The House Down,0
TRUE,2020-05-05T07:51:54Z,2020-05-05T09:11:53Z,2020-05-05T09:11:53Z,female,17,5,1,Australia,Caucasian Australian (7th gen both sides),1,4,3,2,3,3,5,5,5,4,4,5,4,4,3,4,6,3,4,4,3,2,4,5,3,1,1,1,1,1,2,4,4,5,3,3,Adam Jensen,Street Fight,0
TRUE,2020-05-05T14:45:07Z,2020-05-05T15:02:18Z,2020-05-05T15:02:19Z,female,17,5,1,Australia,Australian,1,4,4,3,5,3,3,4,5,5,4,4,4,2,3,6,5,4,3,2,2,2,3,4,4,5,4,5,5,4,2,4,4,4,2,2,The Neighbourhood,#Icanteven,0
TRUE,2020-05-05T16:46:58Z,2020-05-05T16:54:58Z,2020-05-05T16:54:58Z,male,18,3,2,Malaysia,Malaysian Chinese,5,4,3,2,3,2,2,3,2,2,2,2,4,2,3,1,5,3,6,2,3,4,4,4,1,3,4,4,6,4,3,2,1,5,1,2,Total Mayhem Games,Forbidden Rites,0
TRUE,2020-05-05T16:51:30Z,2020-05-05T17:03:03Z,2020-05-05T17:03:04Z,female,18,3,1,Australia,European,1,4,3,2,2,2,2,4,2,2,3,4,4,4,2,1,4,1,5,3,4,3,4,5,1,5,1,3,4,4,2,2,2,4,3,2,Matthew Wilder,Break My Stride,0
TRUE,2020-05-05T17:06:24Z,2020-05-05T17:18:13Z,2020-05-05T17:18:14Z,female,18,3,1,Australia,Australian,1,4,2,2,5,2,3,3,5,5,2,3,3,4,3,4,5,3,5,4,4,4,3,2,1,4,3,5,4,3,4,4,2,2,3,2,Lizzo,Good as Hell,0
TRUE,2020-05-05T17:17:35Z,2020-05-05T17:29:53Z,2020-05-05T17:29:53Z,male,17,3,1,Australia,Indian,1,6,1,2,2,4,1,4,2,2,1,4,4,2,3,1,6,1,4,5,4,4,4,2,6,3,1,4,4,5,2,2,2,1,1,4,Andy Grammer,Keep your head up,0
TRUE,2020-05-05T21:14:08Z,2020-05-05T21:32:17Z,2020-05-05T21:32:18Z,female,20,5,1,Australia,Asian,1,4,4,1,1,2,2,3,3,2,4,4,4,4,2,5,4,3,5,3,3,4,2,4,4,3,1,4,1,1,2,4,3,2,4,1,DJ Okawari,Flower Dance,0
TRUE,2020-05-05T20:56:08Z,2020-05-05T21:34:20Z,2020-05-05T21:34:21Z,female,18,3,1,Australia,Australian,1,4,4,5,4,4,2,5,5,5,5,5,4,4,2,6,6,3,4,5,6,6,6,6,1,2,1,2,2,3,4,5,4,4,2,1,Jeremy Zucker,Not your friend,0
TRUE,2020-05-05T22:56:48Z,2020-05-05T23:08:28Z,2020-05-05T23:08:29Z,female,20,5,2,Singaporean,Chinese,1,4,5,4,5,5,4,5,3,3,4,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,5,5,5,1,5,4,3,2,3,Jay Chou,下雨的声音,0
TRUE,2020-05-06T13:26:32Z,2020-05-06T13:42:19Z,2020-05-06T13:42:20Z,male,39,3,1,Australia,Asian,1,4,4,4,1,4,3,4,4,3,4,2,4,5,4,3,4,4,3,5,5,3,4,5,5,5,1,4,1,1,4,4,4,4,4,4,,,0
FALSE,2020-04-29T13:48:11Z,2020-04-29T13:51:02Z,2020-05-06T13:51:11Z,female,18,5,1,New Zealand,Caucasian,4,5,5,4,5,4,2,5,4,2,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
TRUE,2020-05-06T16:40:11Z,2020-05-06T16:48:35Z,2020-05-06T16:48:36Z,female,20,3,1,Australia and United Kingdom,White caucasian,3,4,1,4,4,4,2,2,4,2,1,3,2,2,2,6,6,2,1,4,4,4,3,2,1,6,1,3,4,4,2,4,4,4,5,3,Petit Biscuit,Sunset Lover,0
TRUE,2020-05-06T21:28:27Z,2020-05-06T21:36:14Z,2020-05-06T21:36:15Z,male,19,3,1,Australia,Caucasian,1,4,2,4,4,4,2,4,4,4,2,2,2,3,2,5,5,4,6,5,5,5,4,5,4,5,3,5,5,5,2,4,2,5,2,4,Ben Howard,Old Pine,0
TRUE,2020-05-06T21:16:20Z,2020-05-06T21:41:11Z,2020-05-06T21:41:12Z,female,19,5,1,Australia,Caucausian,4,4,2,3,4,2,3,4,5,5,2,4,4,4,2,4,6,1,5,4,2,2,6,5,3,1,1,6,3,5,2,4,2,4,4,4,LANY,13,0
FALSE,2020-04-29T21:47:34Z,2020-04-29T21:48:17Z,2020-05-06T21:48:18Z,female,18,5,1,Australian,Indonesian,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-06T22:18:55Z,2020-05-06T22:29:02Z,2020-05-06T22:29:02Z,female,26,5,2,Hong Kong,Hong Kong- Chinese,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,4,5,5,6,6,3,4,5,6,5,6,6,6,4,5,5,3,2,3,Debussy,Clair de lune,0
TRUE,2020-05-06T19:11:19Z,2020-05-06T22:34:06Z,2020-05-06T22:34:07Z,female,17,5,1,Australia,Caucasian,1,4,4,4,4,3,1,4,4,2,4,5,4,2,4,6,5,5,4,4,4,4,3,3,3,4,1,1,1,3,2,4,4,5,2,4,Kim Churchill,After the Sun,0
TRUE,2020-05-07T12:59:35Z,2020-05-07T13:12:41Z,2020-05-07T13:12:42Z,female,18,3,1,Australia,Caucasian,1,4,4,2,2,2,2,4,4,3,3,4,3,2,2,5,6,4,5,5,6,5,4,5,5,5,6,6,4,3,4,2,2,2,4,3,,,0
FALSE,2020-04-30T18:10:03Z,2020-04-30T18:10:41Z,2020-05-07T18:10:53Z,male,17,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
TRUE,2020-05-08T06:32:49Z,2020-05-08T06:39:22Z,2020-05-08T06:39:22Z,female,21,5,1,Australia,Australian,3,4,5,5,5,5,3,5,3,4,5,5,5,5,5,4,6,5,6,5,6,6,6,6,6,6,1,1,5,5,1,4,4,4,2,2,Guns and Ships,Hamilton,0
TRUE,2020-05-08T11:42:53Z,2020-05-08T11:56:33Z,2020-05-08T11:56:33Z,female,18,5,1,Australia,"New Zealand, Indonesian",1,4,2,5,4,3,1,4,5,3,2,2,2,2,2,5,3,4,5,4,4,4,5,5,3,5,5,5,3,3,2,2,4,3,2,1,UMI,Butterfly,0
FALSE,2020-05-01T15:46:04Z,2020-05-01T15:46:22Z,2020-05-08T15:46:23Z,female,21,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
TRUE,2020-05-08T16:58:26Z,2020-05-08T17:10:33Z,2020-05-08T17:10:34Z,male,19,1,1,Australia,White Australian,1,4,2,2,3,2,2,3,3,1,2,2,2,2,3,4,4,2,4,3,4,4,4,3,2,4,1,4,4,4,3,4,3,3,4,4,Watsky,Mean Ass Drunk,0
TRUE,2020-05-08T17:11:39Z,2020-05-08T17:22:05Z,2020-05-08T17:22:05Z,female,36,3,1,Australia,Caucasian,1,4,4,3,4,5,1,4,3,5,4,4,4,3,4,5,4,5,1,4,5,5,4,4,1,4,5,4,1,1,3,4,4,2,3,4,Abu Bakr Ash Shatri,Surah An Naba,0
TRUE,2020-05-09T12:21:52Z,2020-05-09T12:25:36Z,2020-05-09T12:25:36Z,male,18,3,1,Australia,Australian,1,4,3,3,4,3,3,3,3,5,3,3,3,3,3,3,4,4,5,3,3,4,5,4,4,2,3,4,5,4,1,2,3,4,5,4,Die Antwoord,Banana Brain,0
TRUE,2020-05-09T12:44:23Z,2020-05-09T13:03:18Z,2020-05-09T13:03:18Z,male,19,5,2,Hong Kong,n/a,2,4,2,4,3,3,1,3,2,2,2,2,2,4,2,4,5,4,5,4,4,3,4,3,4,4,1,5,4,4,2,4,3,2,4,3,Lil Nas X,Old Town Road,0
TRUE,2020-05-09T14:38:18Z,2020-05-09T14:47:42Z,2020-05-09T14:47:42Z,female,18,5,1,Australia,Filipino,1,4,2,4,4,2,2,5,5,3,1,5,5,2,1,6,6,5,6,6,5,5,2,2,5,6,1,6,6,6,3,4,4,5,2,5,Fleetwood Mac,Dreams,0
TRUE,2020-05-09T15:15:37Z,2020-05-09T15:22:15Z,2020-05-09T15:22:16Z,male,18,5,1,Australia,Asian,1,4,5,5,5,5,5,5,5,4,5,5,5,4,5,6,6,3,1,4,6,4,4,6,3,4,4,4,5,4,2,3,3,3,3,3,"Lil Wayne, Bruno Mars",Mirror,0
TRUE,2020-05-10T03:00:45Z,2020-05-10T03:08:39Z,2020-05-10T03:08:40Z,male,21,5,1,Australia,Australian/Middle Eastern,1,4,4,3,4,4,3,5,3,4,4,5,4,4,4,5,6,6,4,4,5,5,3,1,5,6,5,5,5,3,4,3,3,5,4,4,Any Lofi channel on Youtube,Any Lofi Song,0
TRUE,2020-05-10T05:46:50Z,2020-05-10T05:56:27Z,2020-05-10T05:56:27Z,female,17,5,1,New Zealand,Chinese,4,4,3,5,3,2,4,4,4,3,3,5,3,2,2,6,6,5,5,4,5,6,4,4,4,6,4,6,5,5,2,4,4,5,4,4,frank ocean,lost,0
FALSE,2020-05-03T14:57:36Z,2020-05-03T15:02:33Z,2020-05-10T15:03:12Z,female,19,3,2,China,none,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-10T15:04:22Z,2020-05-10T15:15:25Z,2020-05-10T15:15:25Z,male,18,5,2,China,Chinese,6,4,2,2,2,1,1,2,2,2,1,2,2,2,1,6,5,5,6,6,6,6,3,4,6,6,4,5,6,4,2,4,3,5,1,3,Sky Ferreira,Easy,0
TRUE,2020-05-10T15:28:19Z,2020-05-10T15:36:52Z,2020-05-10T15:36:52Z,male,26,4,2,China,N/A,5,4,3,5,5,5,5,3,3,5,3,3,3,3,3,5,5,4,6,5,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,Johann Sebastian Bach,Cello  Suite NO.1 G major,0
TRUE,2020-05-10T21:36:02Z,2020-05-10T21:53:29Z,2020-05-10T21:53:29Z,female,18,3,1,Australia,Australian,1,4,2,2,4,3,2,5,2,2,2,2,2,2,2,1,5,4,4,5,5,5,5,3,1,5,1,4,5,5,2,2,2,4,2,2,Lauv,Feelings,0
TRUE,2020-05-11T08:39:36Z,2020-05-11T08:50:49Z,2020-05-11T08:50:49Z,female,18,5,1,Australia and Syria,,1,4,2,4,4,4,5,3,3,3,2,2,2,2,2,6,6,5,4,3,4,4,6,3,4,5,5,6,6,4,4,2,5,5,4,4,Brent Faiyaz,Stay Down,0
TRUE,2020-05-11T08:44:46Z,2020-05-11T08:53:09Z,2020-05-11T08:53:10Z,male,22,5,1,Australia,Western,1,4,1,1,2,1,1,5,4,2,2,5,5,3,2,6,6,4,4,5,5,5,6,4,5,4,1,4,5,5,2,4,4,4,3,4,Layup,Every Mile,0
TRUE,2020-05-11T09:09:16Z,2020-05-11T09:20:32Z,2020-05-11T09:20:32Z,male,18,5,1,Australia,Australian,1,4,1,4,4,4,1,4,4,1,1,2,2,1,1,6,3,3,4,4,5,6,5,4,1,6,5,5,4,3,4,5,5,2,4,4,NF,Paralyzed,0
TRUE,2020-05-11T09:37:41Z,2020-05-11T09:51:09Z,2020-05-11T09:51:09Z,female,18,5,1,Australia,,4,4,3,4,3,4,3,4,3,4,3,4,4,4,3,6,5,4,2,4,5,5,4,4,1,5,1,4,4,3,2,5,4,4,3,2,,,0
TRUE,2020-05-11T10:57:58Z,2020-05-11T11:12:51Z,2020-05-11T11:12:51Z,female,48,5,1,Australia,Australian,1,6,2,4,4,4,3,5,4,3,2,4,4,2,2,4,4,5,5,5,5,4,5,5,6,6,5,4,4,3,1,4,2,2,2,2,Relaxation music,,0
TRUE,2020-05-11T11:22:11Z,2020-05-11T11:31:39Z,2020-05-11T11:31:39Z,male,22,5,1,Australia,Australian/Italian,1,5,4,4,4,3,1,5,5,4,3,4,4,3,3,6,6,4,4,4,5,5,4,2,3,5,4,4,4,5,4,5,4,3,3,4,Blackbear,,0
TRUE,2020-05-11T11:46:19Z,2020-05-11T11:54:26Z,2020-05-11T11:54:26Z,female,19,5,1,Australia,Indian,1,5,2,2,3,2,1,4,1,3,1,3,3,1,2,4,5,3,3,3,5,5,5,4,4,6,4,4,4,4,4,2,4,3,3,4,Ed Sheeran,Even my dad does sometimes,0
TRUE,2020-05-11T12:43:35Z,2020-05-11T12:57:02Z,2020-05-11T12:57:02Z,female,20,5,1,New Zealand,Biracial- Samoan and European NewZealander,1,5,3,1,3,4,1,5,2,2,3,3,3,3,3,1,5,3,4,3,3,4,4,4,2,4,1,4,5,4,1,3,2,4,2,2,Alo Key,Uso,0
TRUE,2020-05-11T13:33:18Z,2020-05-11T13:44:19Z,2020-05-11T13:44:20Z,female,19,5,1,Australia,,1,4,4,3,5,3,2,3,3,2,4,4,4,4,4,5,5,4,3,3,3,4,4,4,5,4,1,4,4,4,2,4,2,4,3,1,,,0
TRUE,2020-05-11T14:45:48Z,2020-05-11T15:00:42Z,2020-05-11T15:00:42Z,female,18,5,1,Australia,Australia,1,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,6,2,4,4,4,4,5,2,2,2,5,2,2,2,2,2,2,2,Mako Road,Sun will come up,0
TRUE,2020-05-11T14:55:39Z,2020-05-11T15:03:07Z,2020-05-11T15:03:08Z,male,21,5,2,Singapore,Chinese,4,4,4,5,3,2,1,4,3,4,4,5,5,4,2,6,6,4,4,3,4,4,4,4,3,5,5,1,1,3,2,5,2,5,3,3,Maggie Rogers,Alaska,0
TRUE,2020-05-11T15:39:35Z,2020-05-11T15:54:04Z,2020-05-11T15:54:05Z,female,19,3,1,AUSTRALIA,Caucasian,3,4,2,4,3,3,1,5,3,1,1,1,1,3,1,4,6,6,3,5,4,4,6,4,2,4,1,5,6,6,1,2,2,5,3,3,Sufjan Stevens,Visions of Gideon,0
TRUE,2020-05-11T15:56:51Z,2020-05-11T16:04:47Z,2020-05-11T16:04:48Z,male,18,5,1,Australia,Italian,1,4,5,3,4,4,1,1,2,4,3,5,5,5,4,6,6,3,5,1,1,1,5,6,3,6,1,5,6,6,2,5,2,3,4,4,Freya Ridings,Castles,0
TRUE,2020-05-11T16:18:28Z,2020-05-11T16:27:15Z,2020-05-11T16:27:16Z,female,18,5,1,Australia,Australia,1,4,4,4,4,2,2,2,4,2,3,5,4,4,2,5,6,4,6,2,6,6,5,3,5,4,1,4,5,3,3,5,4,3,2,2,Mac Miller,Once a Day,0
TRUE,2020-05-11T16:22:53Z,2020-05-11T16:34:15Z,2020-05-11T16:34:16Z,male,18,4,1,"Australia, Switzerland",Caucasian,1,4,1,1,3,2,1,5,1,1,1,2,1,1,1,1,5,1,4,3,3,4,5,3,1,1,1,1,4,5,4,1,4,5,1,1,Sufijan Stevens,Mystery of Love,0
TRUE,2020-05-11T16:20:36Z,2020-05-11T16:35:24Z,2020-05-11T16:35:25Z,female,17,5,1,Australia,,1,4,2,1,5,1,1,3,3,1,1,1,1,1,1,1,6,1,4,3,5,1,1,1,1,5,1,5,1,5,4,1,2,1,4,4,Halsey,Alone,0
TRUE,2020-05-11T16:28:38Z,2020-05-11T16:56:46Z,2020-05-11T16:56:46Z,female,21,5,1,Australia Hong Kong,Hong Kong,5,4,3,4,5,3,3,4,3,3,3,3,3,5,5,4,4,4,3,2,4,4,5,2,1,4,1,3,1,2,3,2,4,3,3,3,Acoustic music,Acoustic music,0
TRUE,2020-05-11T18:50:29Z,2020-05-11T19:03:07Z,2020-05-11T19:03:07Z,male,20,5,1,Australia,Punjabi,1,4,1,3,4,1,3,1,2,1,1,1,1,1,1,5,4,4,2,3,5,1,1,1,1,6,4,5,1,2,3,4,2,1,5,4,,,0
TRUE,2020-05-11T19:11:01Z,2020-05-11T19:28:38Z,2020-05-11T19:28:39Z,female,18,5,1,China,Eastern,1,4,5,5,5,5,4,5,5,3,5,5,5,4,5,1,3,2,6,4,2,3,1,5,5,2,1,1,1,4,2,1,2,3,3,1,,,0
TRUE,2020-05-11T19:43:22Z,2020-05-11T19:59:51Z,2020-05-11T19:59:51Z,male,18,5,1,Australia,Vietnamese,1,4,2,2,2,2,2,5,2,2,1,4,4,2,3,1,1,1,6,4,6,3,6,1,1,3,1,1,1,1,2,1,2,5,2,4,Jun Kuroda,Stay Alive,0
TRUE,2020-05-11T20:17:08Z,2020-05-11T20:26:01Z,2020-05-11T20:26:01Z,female,19,3,2,"Singapore, Hong Kong",Chinese,1,4,4,2,4,4,3,2,3,3,4,4,4,2,2,1,1,1,5,1,1,1,4,1,4,1,1,1,4,4,2,1,2,2,5,4,,,0
TRUE,2020-05-11T21:17:23Z,2020-05-11T21:22:41Z,2020-05-11T21:22:42Z,female,19,3,1,Australia,Australian,1,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,before you go,lewis capaldi,0
TRUE,2020-05-11T21:18:55Z,2020-05-11T21:26:40Z,2020-05-11T21:26:41Z,female,18,3,1,Australia,Filopino/Australian,1,4,4,2,2,4,2,5,4,3,3,4,4,4,2,6,5,5,5,4,6,6,4,5,6,5,4,1,6,5,4,5,3,5,4,2,Daniel Caesar,Streetcar,0
TRUE,2020-05-11T21:00:18Z,2020-05-11T21:34:49Z,2020-05-11T21:34:50Z,female,19,3,1,Australia,Australian,1,6,3,3,4,4,3,4,3,3,3,3,3,3,3,5,4,4,4,4,5,4,5,5,4,5,1,4,4,4,1,3,3,4,3,2,Lana Del Rey,Video Games,0
TRUE,2020-05-11T21:47:31Z,2020-05-11T21:59:10Z,2020-05-11T21:59:11Z,female,19,5,1,Australia,Caucasian,3,4,4,5,5,5,2,5,3,4,4,4,4,4,2,1,5,4,1,2,3,1,3,3,1,4,1,1,3,3,1,1,3,4,2,1,Lin Manuel Miranda,Breathe,0
TRUE,2020-05-12T00:42:25Z,2020-05-12T00:57:25Z,2020-05-12T00:57:26Z,female,18,1,2,France,French,2,4,4,5,5,2,4,4,3,3,3,4,4,4,2,1,2,5,6,4,3,2,4,5,1,3,1,4,6,6,4,1,2,5,1,4,,,0
TRUE,2020-05-12T08:20:10Z,2020-05-12T08:31:13Z,2020-05-12T08:31:14Z,female,18,4,1,Australia & Germany,Australia & Germany,1,4,4,3,3,4,2,5,3,3,3,4,3,4,4,5,3,1,3,5,5,4,5,4,5,5,1,1,1,5,1,3,3,5,2,2,,,0
TRUE,2020-05-12T09:47:00Z,2020-05-12T09:56:46Z,2020-05-12T09:56:47Z,female,18,2,1,Australia,Australian/English,1,4,4,2,2,4,1,4,1,1,1,1,1,4,1,5,6,6,2,3,2,4,3,2,5,4,6,6,2,2,3,4,4,5,3,4,Ben E King,Stand By Me,0
TRUE,2020-05-12T09:48:22Z,2020-05-12T09:59:04Z,2020-05-12T09:59:05Z,male,20,3,1,Australia,New Zealand,1,4,4,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,4,3,4,4,3,3,4,4,1,4,1,1,2,5,4,2,3,2,,,0
TRUE,2020-05-12T11:19:11Z,2020-05-12T11:30:05Z,2020-05-12T11:30:06Z,female,19,3,1,Australia,Caucasian,2,4,3,4,3,3,2,5,3,3,3,4,4,5,2,5,4,4,2,2,3,3,3,2,4,4,1,1,3,3,1,3,4,4,3,1,Alec Benjamin,Mind Is A Prison,0
TRUE,2020-05-12T12:06:49Z,2020-05-12T12:17:59Z,2020-05-12T12:17:59Z,female,18,5,1,Australia,Australian,1,6,3,5,4,4,3,5,1,3,4,4,4,1,1,4,3,6,6,1,4,5,4,3,1,6,1,1,5,5,1,4,2,4,2,1,,,0
TRUE,2020-05-12T12:19:29Z,2020-05-12T12:38:22Z,2020-05-12T12:38:23Z,female,19,5,2,China,The Han nationality,1,4,4,4,4,4,4,5,5,3,5,5,5,3,4,6,5,3,6,3,5,6,5,4,4,6,1,3,6,5,2,5,4,4,3,5,Billie Eilish,Six Feet Under,0
TRUE,2020-05-12T13:05:10Z,2020-05-12T13:15:39Z,2020-05-12T13:15:40Z,female,17,5,1,Australia,Australian,6,4,2,2,2,2,1,4,1,4,1,1,1,1,1,5,5,4,6,2,3,3,4,2,5,4,1,4,5,5,3,3,3,5,1,3,Billie Eilish,my strange addiction,0
TRUE,2020-05-12T13:29:50Z,2020-05-12T13:45:16Z,2020-05-12T13:45:17Z,female,17,5,1,Australia,None,1,5,1,1,2,2,1,5,4,1,2,1,2,1,2,4,5,5,1,4,4,4,3,2,1,4,6,4,3,2,4,2,2,4,2,4,Subwoofer Lullaby,C418,0
TRUE,2020-05-12T15:51:50Z,2020-05-12T16:02:14Z,2020-05-12T16:02:14Z,female,17,5,1,Australia,Caucasian,1,4,1,2,3,2,2,4,3,1,1,3,3,1,1,6,6,3,2,4,4,5,5,3,1,5,1,6,4,6,3,5,3,4,3,3,Gang of Youths,Keep me in the open,0
TRUE,2020-05-12T18:10:41Z,2020-05-12T18:16:39Z,2020-05-12T18:16:40Z,female,20,5,2,Malaysia,Malaysian Chinese,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,2,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,Kacey Musgraves,Rainbows,0
TRUE,2020-05-12T19:45:45Z,2020-05-12T19:52:43Z,2020-05-12T19:52:43Z,female,19,3,2,hk and sg,asian,1,4,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,6,1,1,1,4,4,1,1,1,1,5,5,2,2,2,2,5,3,,,0
TRUE,2020-05-12T21:09:06Z,2020-05-12T21:17:27Z,2020-05-12T21:17:28Z,male,19,5,1,Australia,Korean,1,4,3,4,4,4,4,3,4,3,3,4,4,2,2,5,6,4,6,6,6,5,6,6,6,5,1,5,4,4,2,2,2,4,3,4,,,0
TRUE,2020-05-13T10:56:10Z,2020-05-13T11:08:32Z,2020-05-13T11:08:33Z,male,18,5,1,Australia and India,Asian,1,5,1,1,1,1,1,3,2,1,1,2,2,1,1,5,5,3,5,4,4,5,3,2,4,4,2,4,4,3,4,4,4,4,3,3,John Newman,Love Me Again,0
TRUE,2020-05-13T11:39:43Z,2020-05-13T11:49:37Z,2020-05-13T11:49:37Z,female,18,5,1,Australia,South Korea,1,4,2,5,3,2,1,4,4,1,1,4,4,2,3,6,6,4,4,2,3,4,4,5,1,4,1,6,1,1,2,4,3,2,3,4,Zara Larsson,Uncover,0
