finished,start_date,end_date,recorded_date,gender,age,enrolment_school,student_status,citizenship,ethnic_group,living_situation,current_circumstance,covid_19_stress_1,covid_19_stress_2,covid_19_stress_3,covid_19_stress_4,covid_19_stress_5,covid_19_stress_6,covid_19_stress_7,covid_19_stress_8,covid_19_stress_9,covid_19_stress_10,covid_19_stress_11,covid_19_stress_12,covid_19_stress_13,coping_strategies_1,coping_strategies_2,coping_strategies_3,coping_strategies_4,coping_strategies_5,coping_strategies_6,coping_strategies_7,coping_strategies_8,coping_strategies_9,coping_strategies_10,coping_strategies_11,coping_strategies_12,coping_strategies_13,coping_strategies_14,coping_strategies_15,generalv_wellbeing_1,generalv_wellbeing_2,generalv_wellbeing_3,generalv_wellbeing_4,generalv_wellbeing_5,generalv_wellbeing_6,music_info_4,music_info_5,prop_miss_all
TRUE,2020-05-13T12:56:48Z,2020-05-13T13:14:15Z,2020-05-13T13:14:15Z,female,19,3,2,China,Chinese,5,4,4,4,2,3,4,4,2,2,3,4,4,2,3,3,6,3,5,6,5,5,6,6,5,4,4,3,5,4,2,4,2,4,4,4,Hua ChenYu,I really want to love this world,0
TRUE,2020-05-13T16:36:13Z,2020-05-13T16:45:25Z,2020-05-13T16:45:26Z,female,22,5,1,Australia,Chinese,2,4,3,2,3,5,2,5,5,2,3,5,4,4,3,5,5,5,5,4,5,5,1,2,2,6,1,4,3,4,2,1,1,3,4,3,新版,Qi Feng Le,0
TRUE,2020-05-13T16:51:13Z,2020-05-13T17:00:30Z,2020-05-13T17:00:30Z,female,18,3,1,Australia,Australian,2,6,3,4,3,4,2,4,3,3,2,4,3,4,2,5,4,4,5,2,4,2,3,4,4,2,1,4,2,4,1,5,2,5,2,1,,,0
TRUE,2020-05-13T17:05:46Z,2020-05-13T17:20:11Z,2020-05-13T17:20:11Z,male,18,5,1,Australia,Indian,1,4,2,5,5,4,3,4,3,1,2,4,4,4,4,6,5,2,4,3,5,5,3,3,1,3,1,5,1,2,2,4,4,5,4,2,Glen Campbell,Southern Nights,0
TRUE,2020-05-13T17:48:32Z,2020-05-13T17:55:30Z,2020-05-13T17:55:30Z,female,19,3,2,Malaysia,Chinese,4,4,4,5,3,4,2,5,2,2,4,4,3,4,3,4,6,3,5,4,5,5,5,6,6,3,4,3,5,6,4,2,2,5,2,3,tobi lou,I Was Sad Last Night I'm OK Now,0
TRUE,2020-05-13T19:08:32Z,2020-05-13T19:19:41Z,2020-05-13T19:19:42Z,female, 25,3,2,China,Chinese,5,4,3,4,3,4,2,3,3,3,4,4,3,3,3,4,5,4,2,3,5,5,5,4,4,NA,3,3,5,3,3,4,2,3,4,4,,,0.020833333333333332
TRUE,2020-05-13T21:23:07Z,2020-05-13T21:37:31Z,2020-05-13T21:37:31Z,female,18,3,1,Australia,Caucasian,4,4,1,4,4,1,1,5,5,4,1,1,2,3,4,6,6,4,6,5,6,6,4,4,5,6,1,6,6,6,2,5,3,3,4,3,Gang of Youths,Magnolia,0
TRUE,2020-05-14T09:35:38Z,2020-05-14T09:43:35Z,2020-05-14T09:43:36Z,female,24,3,1,Taiwan,,1,4,1,1,1,1,1,4,1,3,1,1,1,1,1,4,4,1,5,1,1,3,4,6,5,4,1,1,1,1,3,3,4,3,4,3,,,0
TRUE,2020-05-14T11:48:08Z,2020-05-14T12:00:44Z,2020-05-14T12:00:44Z,female,18,5,1,Australia,Australian,1,4,4,2,4,4,4,4,5,5,4,5,5,4,5,4,6,3,6,2,2,4,3,4,5,5,1,5,4,5,4,2,4,5,4,4,Satoshi Takebe,Summer of Farewells,0
TRUE,2020-05-14T13:24:37Z,2020-05-14T13:39:49Z,2020-05-14T13:39:50Z,female,24,3,1,Australia,White,3,4,2,2,2,4,2,4,4,3,2,3,2,2,3,5,4,5,3,4,4,4,5,4,5,1,1,5,1,1,2,5,5,3,3,4,Celtic Woman,Siúil a Rún,0
TRUE,2020-05-14T14:18:49Z,2020-05-14T14:27:53Z,2020-05-14T14:27:53Z,female,18,3,1,"Australia, England",Australian,1,4,2,2,4,2,2,4,4,2,2,4,3,2,1,3,5,4,6,4,4,2,3,4,2,4,3,5,5,6,1,4,3,4,2,1,Oceans,Hillsong,0
TRUE,2020-05-14T15:16:48Z,2020-05-14T15:25:38Z,2020-05-14T15:25:38Z,male,18,5,2,Hong Kong,Asian,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,4,2,2,5,3,6,2,2,2,2,2,2,1,2,1,5,1,1,Fonzi M,Darling,0
TRUE,2020-05-14T16:48:36Z,2020-05-14T17:08:17Z,2020-05-14T17:08:18Z,male,21,3,2,India,Meitei,3,4,4,4,4,5,3,4,5,4,4,4,4,4,4,5,5,5,5,6,5,5,4,4,4,5,5,5,5,4,2,4,4,5,4,4,Simple Plan,This song saved my life,0
TRUE,2020-05-14T17:04:33Z,2020-05-14T17:20:51Z,2020-05-14T17:20:51Z,male,19,5,1,Australia and Japan,Caucasian and Asian,1,4,4,3,4,2,1,5,3,2,4,4,4,4,2,1,5,1,5,4,5,4,3,3,5,1,1,5,1,1,2,2,4,5,2,2,Howl's Moving Castle,Joe Hisaischi,0
TRUE,2020-05-14T22:20:52Z,2020-05-14T22:33:26Z,2020-05-14T22:33:26Z,female,19,5,1,Australia,Australian,1,4,4,2,4,4,4,4,5,3,4,5,5,4,2,5,5,4,3,4,4,5,3,4,5,5,3,4,5,4,2,4,3,4,4,3,Spacey Jane,Straightfaced,0
TRUE,2020-05-15T09:35:57Z,2020-05-15T09:43:23Z,2020-05-15T09:43:24Z,female,27,3,1,Australia,Australian,3,4,5,4,4,5,1,5,5,5,3,4,4,5,2,5,4,4,3,3,2,2,4,4,5,4,5,5,4,3,4,3,2,4,4,4,Home,Edward sharp and the magnetic zeros,0
TRUE,2020-05-15T09:47:35Z,2020-05-15T09:57:25Z,2020-05-15T09:57:25Z,female,27,5,1,USA,N/A,1,4,3,5,5,5,1,4,5,4,3,3,3,4,3,6,6,6,6,6,5,5,3,3,6,6,1,5,5,5,4,5,5,2,3,3,ICEHOUSE,GREAT SOUTHERN LAND,0
TRUE,2020-05-15T10:02:46Z,2020-05-15T10:15:44Z,2020-05-15T10:15:44Z,female,18,3,1,Australia,Caucasian,1,4,1,2,4,2,1,2,5,2,1,5,4,2,2,5,5,1,5,5,4,4,5,2,1,6,1,6,6,4,4,5,2,5,4,4,,,0
TRUE,2020-05-15T10:36:57Z,2020-05-15T10:56:23Z,2020-05-15T10:56:24Z,male,18,3,1,Australia,Caucasian,1,6,2,2,5,3,1,5,5,3,2,4,3,2,2,5,5,3,4,4,4,5,4,3,1,4,1,3,1,4,2,5,4,4,2,2,Foo Fighters,Times Like These,0
TRUE,2020-05-15T11:42:51Z,2020-05-15T11:52:52Z,2020-05-15T11:52:53Z,male,18,3,1,Australia,Hmong,5,4,4,4,4,4,2,5,1,4,4,5,5,5,5,3,6,4,5,4,2,5,5,6,1,3,1,3,4,4,1,1,1,5,2,3,Kim Taehyung,Sweet Night,0
TRUE,2020-05-15T14:27:14Z,2020-05-15T14:37:19Z,2020-05-15T14:37:20Z,male,18,5,2,Hong Kong,Chinese,6,4,5,2,2,4,2,4,2,2,5,5,5,2,4,1,6,4,4,3,5,3,3,6,5,1,1,4,3,5,4,4,1,4,5,3,Billie Eilish,I love you,0
TRUE,2020-05-15T14:53:29Z,2020-05-15T14:59:37Z,2020-05-15T14:59:37Z,male,19,3,1,"Australia, England",Caucasian,3,4,4,3,3,4,3,3,4,3,3,4,4,3,2,6,5,3,5,2,3,4,4,5,4,2,1,5,5,2,5,4,4,3,3,2,Loyle Carner,No worries,0
TRUE,2020-05-15T16:09:52Z,2020-05-15T16:20:02Z,2020-05-15T16:20:03Z,female,19,3,2,China,Asia,5,4,4,5,5,3,2,4,3,2,3,2,3,2,2,5,3,4,4,3,4,4,3,2,3,4,1,5,5,2,2,4,2,2,5,5,,,0
TRUE,2020-05-15T16:16:43Z,2020-05-15T16:33:06Z,2020-05-15T16:33:07Z,male,23,5,2,China,Asian,1,4,3,5,4,4,5,5,3,2,2,1,1,4,2,1,5,1,5,1,4,4,3,3,1,4,1,5,5,5,3,1,4,5,3,4,,,0
TRUE,2020-05-15T16:00:08Z,2020-05-15T16:35:47Z,2020-05-15T16:35:47Z,male,24,1,2,china,china,1,4,3,5,4,5,4,5,5,3,4,4,4,4,4,3,5,1,5,2,1,1,2,6,3,1,1,1,1,1,3,4,2,3,3,3,,,0
TRUE,2020-05-15T16:24:59Z,2020-05-15T16:45:45Z,2020-05-15T16:45:46Z,male,18,5,1,Australia,White,1,4,4,4,4,4,1,4,4,1,4,5,4,1,1,6,6,1,1,5,6,6,1,4,1,5,1,6,2,5,4,5,5,3,4,5,Silence,Marshmello,0
TRUE,2020-05-15T16:05:57Z,2020-05-15T17:01:46Z,2020-05-15T17:01:47Z,female,18,5,1,Australia,Australian,1,4,4,2,4,3,3,4,4,3,2,4,4,4,2,5,4,4,4,3,4,4,4,3,1,5,1,4,4,4,4,4,4,4,4,4,Harry Styles,,0
TRUE,2020-05-15T18:34:24Z,2020-05-15T18:45:02Z,2020-05-15T18:45:02Z,female,18,5,1,Australia,Australian,1,5,4,5,5,5,1,5,5,5,2,4,4,2,2,5,5,6,6,4,4,6,2,4,5,6,1,6,6,6,4,5,4,2,4,2,Sticky Fingers,Rum Rage,0
TRUE,2020-05-15T20:37:19Z,2020-05-15T20:43:51Z,2020-05-15T20:43:51Z,female,24,5,1,Australia,Caucasian,1,5,4,4,4,4,3,4,5,4,4,5,4,4,4,4,5,3,4,3,3,3,4,4,2,3,1,5,5,3,1,2,2,4,4,4,Rusted Roots,Send me on my way,0
TRUE,2020-05-16T13:04:29Z,2020-05-16T13:52:19Z,2020-05-16T13:52:20Z,female,18,5,1,Australia,South Korean,1,4,4,3,3,4,2,4,3,3,4,4,4,3,4,4,5,1,3,4,4,1,3,5,5,3,4,4,1,4,2,3,3,3,2,2,Eden Project,drowning.,0
TRUE,2020-05-16T20:50:18Z,2020-05-16T20:58:52Z,2020-05-16T20:58:52Z,female,19,5,1,australia,australia,1,5,4,4,4,4,3,4,4,4,4,5,4,4,3,6,5,5,6,5,4,4,4,4,5,4,3,4,4,4,3,4,4,5,4,4,Ariana Grande,Thanku next,0
TRUE,2020-05-16T22:22:07Z,2020-05-16T22:38:04Z,2020-05-16T22:38:04Z,female,20,5,2,Macau,Chinese,5,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,5,3,5,4,4,4,5,4,5,4,4,4,4,4,2,3,4,3,3,3,ChilledCow,lofi hip hop radio - beats to relax/study to,0
TRUE,2020-05-16T23:59:11Z,2020-05-17T00:07:02Z,2020-05-17T00:07:03Z,male,18,5,1,Australia,White,1,5,1,2,1,1,1,4,5,5,1,3,3,1,1,6,4,3,5,4,4,4,5,4,3,5,1,4,1,4,4,2,2,4,3,2,,,0
TRUE,2020-05-17T01:25:25Z,2020-05-17T01:37:11Z,2020-05-17T01:37:12Z,female,18,5,1,Australian,Chinese,1,4,4,4,4,4,4,5,3,3,4,5,4,3,3,4,6,5,6,3,2,1,3,4,1,2,1,1,1,5,2,2,2,5,1,3,Joe Hisaishi,The Sixth Station,0
FALSE,2020-05-10T15:48:43Z,2020-05-10T15:52:36Z,2020-05-17T15:53:30Z,female,23,5,2,China,None,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-10T15:54:14Z,2020-05-10T15:54:51Z,2020-05-17T15:54:51Z,female,23,1,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-05-10T15:55:31Z,2020-05-10T15:56:15Z,2020-05-17T15:56:21Z,female,21,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-05-10T15:56:06Z,2020-05-10T16:01:11Z,2020-05-17T16:01:36Z,female,23,1,2,china,master,5,4,3,3,3,3,3,3,3,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-10T18:07:35Z,2020-05-10T18:09:40Z,2020-05-17T18:10:04Z,female,17,5,2,China,China,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-17T18:30:55Z,2020-05-17T18:42:16Z,2020-05-17T18:42:16Z,male,18,5,1,"Australia, India","Sikh, Indians, Australians",1,4,4,5,4,4,3,4,3,3,4,3,3,3,3,4,5,4,4,5,5,4,4,4,3,5,2,4,3,5,4,4,2,4,2,2,Highly suspect,My name is human,0
TRUE,2020-05-17T20:26:54Z,2020-05-17T20:35:40Z,2020-05-17T20:35:40Z,female,17,3,1,Australia,Caucasian (Australian),4,4,4,4,4,3,3,4,3,2,4,4,4,2,1,3,6,2,4,5,6,6,3,4,6,6,1,6,3,4,2,3,3,4,3,4,Of Monsters and Men,(any of theirs),0
FALSE,2020-05-10T22:33:36Z,2020-05-10T22:35:25Z,2020-05-17T22:35:25Z,male,25,4,2,China,Chinese,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-17T23:06:34Z,2020-05-17T23:13:01Z,2020-05-17T23:13:01Z,male,19,3,1,Australia,Asian,1,6,2,4,2,4,1,4,4,1,2,2,2,2,1,6,6,4,5,6,6,3,5,6,6,6,1,1,1,4,2,4,4,4,5,5,Joep Beving,Midwayer,0
FALSE,2020-05-11T09:06:40Z,2020-05-11T09:12:47Z,2020-05-18T09:13:02Z,female,18,5,1,Australia,Australian,1,4,2,4,5,3,1,5,5,4,2,4,2,2,2,6,5,4,5,3,4,4,5,2,4,4,1,5,6,6,NA,NA,NA,NA,NA,NA,Metro Station,Shake it,0.125
TRUE,2020-05-18T14:19:47Z,2020-05-18T14:29:33Z,2020-05-18T14:29:34Z,female,18,3,1,Australia,Australian / white,4,4,5,4,5,5,1,4,4,2,4,5,2,2,1,5,4,4,5,5,5,5,3,3,4,3,1,4,4,5,2,5,3,5,1,3,Coda,Fighting Gold,0
FALSE,2020-05-11T15:54:11Z,2020-05-11T15:56:17Z,2020-05-18T15:56:19Z,male,18,5,1,New Zealand,Pakeha (European kiwi),1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-11T15:56:33Z,2020-05-11T15:57:12Z,2020-05-18T15:57:17Z,female,18,1,1,Australia,China,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-11T15:54:49Z,2020-05-11T16:01:09Z,2020-05-18T16:01:11Z,female,18,5,1,Australia,Indonesia,1,4,5,5,5,4,2,4,2,2,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
TRUE,2020-05-18T16:13:19Z,2020-05-18T16:23:34Z,2020-05-18T16:23:35Z,male,17,1,1,Australia,Asian (Chinese/Singaporean/Malaysian),1,4,4,4,4,5,2,5,4,2,5,5,4,4,4,4,6,4,6,4,5,6,4,6,4,5,4,5,5,6,1,4,2,4,2,3,Frank Ocean/ Spacey Jane,Dear April,0
FALSE,2020-05-11T17:01:39Z,2020-05-11T17:02:39Z,2020-05-18T17:02:49Z,female,18,5,1,Australia and Ireland,White,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7291666666666666
FALSE,2020-05-11T17:24:20Z,2020-05-11T17:28:12Z,2020-05-18T17:28:49Z,female,18,5,1,Australia,,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-11T17:37:10Z,2020-05-11T17:37:48Z,2020-05-18T17:37:49Z,male,18,4,1,Australia,White,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-05-11T17:40:39Z,2020-05-11T17:46:53Z,2020-05-18T17:47:10Z,female,18,5,1,Australia,Philippines,1,4,4,4,4,2,2,4,4,2,4,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-11T17:55:45Z,2020-05-11T18:00:53Z,2020-05-18T18:00:56Z,female,18,5,1,Australia,Caucasian,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-18T18:29:53Z,2020-05-18T18:43:41Z,2020-05-18T18:43:41Z,female,19,1,1,Iraq,Iraqi,1,4,2,3,2,2,1,5,5,4,4,5,5,2,2,5,6,4,6,4,2,1,3,6,5,1,1,3,4,5,2,4,2,5,4,3,Harry Styles,Fine Line,0
FALSE,2020-05-11T21:12:34Z,2020-05-11T21:16:27Z,2020-05-18T21:16:36Z,male,18,5,1,Australia,khmer,1,4,4,5,5,4,1,5,1,1,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-05-12T00:43:24Z,2020-05-12T00:44:33Z,2020-05-19T00:44:36Z,male,23,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-05-12T09:28:29Z,2020-05-12T09:36:43Z,2020-05-19T09:37:08Z,female,18,5,1,Australia,Australian,3,4,2,1,1,3,3,5,5,3,4,4,4,2,4,5,4,2,6,1,3,1,3,4,1,4,1,1,1,5,NA,NA,NA,NA,NA,NA,,,0.125
TRUE,2020-05-19T10:39:39Z,2020-05-19T10:53:25Z,2020-05-19T10:53:26Z,female,18,3,1,Australia,Australian,4,4,2,2,5,4,5,5,5,2,3,4,4,1,4,5,4,4,5,6,6,6,5,6,5,6,1,5,4,1,1,5,3,5,1,1,Evan Rachel Wood,All Is Found,0
TRUE,2020-05-19T14:13:14Z,2020-05-19T14:26:37Z,2020-05-19T14:26:38Z,female,19,3,1,Australia,"Australian, Caucasian",3,4,1,4,4,2,1,4,5,2,1,5,5,4,1,5,5,1,4,4,6,6,5,5,5,6,1,6,5,5,2,4,2,3,4,4,Milky Chance & Jack Johnson,Don't Let Me Down,0
TRUE,2020-05-19T16:08:12Z,2020-05-19T16:11:11Z,2020-05-19T16:11:12Z,female,18,2,1,Aus,Aus,4,4,2,3,2,3,2,3,3,3,4,2,3,2,3,3,4,3,4,3,3,4,3,4,3,3,5,2,4,3,3,4,2,5,1,3,XXXTENTATION,i dont remember,0
TRUE,2020-05-20T12:43:53Z,2020-05-20T13:30:58Z,2020-05-20T13:30:58Z,female,19,5,1,Australia,Caucasian,1,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,5,4,4,4,3,3,4,2,3,4,1,5,3,4,4,2,2,2,2,4,,Come on Eileen,0
TRUE,2020-05-20T15:11:30Z,2020-05-20T15:23:19Z,2020-05-20T15:23:19Z,male,22,5,1,Australia,Australian/Italian,1,5,2,4,4,3,2,4,4,4,3,4,3,4,3,6,4,4,4,4,5,4,3,1,4,5,4,4,5,3,4,4,4,3,3,4,Blackbear,,0
TRUE,2020-05-20T17:45:00Z,2020-05-20T17:54:42Z,2020-05-20T17:54:42Z,female,19,5,1,Australia + Hong Kong,Asian,1,4,5,5,5,5,4,5,3,3,5,5,5,5,5,5,4,5,6,5,4,5,5,6,2,5,5,6,6,2,1,3,3,4,2,3,,,0
FALSE,2020-05-13T18:07:59Z,2020-05-13T18:11:06Z,2020-05-20T18:11:18Z,female,20,1,2,China,,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-20T18:42:40Z,2020-05-20T18:51:09Z,2020-05-20T18:51:10Z,male,20,5,1,Australia,Chinese,1,4,4,3,4,4,3,4,4,3,4,5,4,2,3,6,6,6,6,3,6,6,6,6,6,6,2,6,6,6,3,5,3,5,1,5,,,0
TRUE,2020-05-20T18:57:53Z,2020-05-20T19:09:24Z,2020-05-20T19:09:25Z,female,18,3,1,Australia/New Zealand,Caucasian/asian,1,4,4,4,4,4,2,4,4,3,4,5,5,4,2,6,5,5,5,5,5,5,4,5,3,3,2,5,5,5,1,5,3,5,3,1,Lewis Capaldi,grace,0
FALSE,2020-05-14T12:45:25Z,2020-05-14T12:47:44Z,2020-05-21T12:47:47Z,female,19,5,2,china,Asian,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
TRUE,2020-05-21T13:26:41Z,2020-05-21T13:42:14Z,2020-05-21T13:42:15Z,male,18,5,1,none,Australian,4,6,2,4,4,4,1,5,3,3,3,4,4,3,3,5,4,4,3,3,4,4,5,4,4,5,4,4,4,2,2,4,4,4,3,4,,,0
TRUE,2020-05-21T15:21:08Z,2020-05-21T15:35:35Z,2020-05-21T15:35:35Z,male,23,3,2,Singapore,Singaporean chinese,6,4,4,5,5,5,1,5,5,4,5,5,5,4,4,6,6,6,6,6,6,6,6,6,6,6,3,6,3,6,4,4,4,4,4,4,Lui Peng,Demons,0
TRUE,2020-05-21T15:35:25Z,2020-05-21T15:43:26Z,2020-05-21T15:43:27Z,female,19,3,2,Myanmar,Chinese-Burmese,5,4,2,4,4,3,1,4,3,1,2,2,2,3,4,4,5,4,5,3,2,2,1,3,1,4,1,1,4,5,2,3,4,4,4,3,,,0
TRUE,2020-05-21T15:34:33Z,2020-05-21T15:43:35Z,2020-05-21T15:43:35Z,female,20,3,2,Indonesia,South East Asian,5,4,1,5,4,3,1,5,1,1,1,1,1,4,1,3,5,4,5,4,6,6,6,6,5,3,1,5,3,4,4,4,2,3,3,5,Frank Ocean,Cayendo,0
TRUE,2020-05-21T15:35:05Z,2020-05-21T15:45:53Z,2020-05-21T15:45:53Z,female,22,3,2,Vietnam,Asian,3,4,2,4,4,3,2,5,5,5,2,3,4,2,2,4,4,2,3,4,2,3,4,4,4,2,2,3,3,2,1,2,3,4,3,1,Many artist,Many songs,0
TRUE,2020-05-21T15:35:04Z,2020-05-21T15:46:07Z,2020-05-21T15:46:08Z,female,19,3,2,Indonesia,Indonesian,5,4,4,5,3,4,3,5,5,3,4,4,4,5,5,4,6,4,5,5,5,4,4,4,5,5,4,5,6,6,2,3,3,2,4,2,BTS,Boy with Luv,0
TRUE,2020-05-21T15:34:49Z,2020-05-21T15:47:16Z,2020-05-21T15:47:17Z,female,21,3,2,Thailand,Thai,6,4,3,2,2,4,4,5,5,4,4,4,4,3,3,5,6,4,4,4,3,4,4,4,1,3,1,4,5,5,3,5,3,4,4,2,Violette Wautier,Monster,0
TRUE,2020-05-21T15:35:24Z,2020-05-21T15:47:37Z,2020-05-21T15:47:38Z,female,19,3,2,Indonesia,Indonesian,5,4,4,4,2,2,3,4,3,2,4,4,4,4,2,4,5,5,5,4,4,5,5,5,4,4,5,4,5,3,2,3,3,4,4,2,Crash Landing on You,Crash Landing on you Full OST,0
TRUE,2020-05-21T15:35:40Z,2020-05-21T15:48:20Z,2020-05-21T15:48:21Z,female,18,3,2,Indonesia,Chinese-indonesian,6,4,4,5,1,2,3,4,3,4,4,5,4,2,1,3,4,4,6,6,6,6,1,5,4,5,4,5,5,3,3,2,4,4,4,4,Joe Hisaishi,"Anything, but my favorite is Hope and Legacy",0
TRUE,2020-05-21T15:35:33Z,2020-05-21T15:48:54Z,2020-05-21T15:48:54Z,female,17,3,2,Hong Kong,Chinese,1,4,4,4,4,5,3,5,3,3,4,4,4,4,4,4,5,3,6,4,5,5,5,3,2,4,2,2,6,6,2,2,2,5,2,3,,,0
